Pclass,Sex,Age,SibSp,Parch,Fare,Has_Cabin,Title,FamilySize,IsAlone,AgeGroup,FareGroup,Embarked_Q,Embarked_S,Survived
3,0,0.20726219527640552,0.481287771858981,-0.444999501816175,-0.3369085006111781,0,0,0.07335229062787217,0,2,2,False,True,0
3,0,-0.24682831437144034,-0.47908676070718687,-0.444999501816175,-0.28011648016615787,0,0,-0.5583460543187373,1,2,2,False,False,1
3,1,-1.0036458304511835,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,1,-0.5583460543187373,1,1,0,True,False,1
1,0,0.8127162081402,-0.47908676070718687,-0.444999501816175,-0.04400667601813753,1,0,-0.5583460543187373,1,3,2,False,False,1
3,0,-0.398191817587389,-0.47908676070718687,-0.444999501816175,-0.5070428937741324,0,0,-0.5583460543187373,1,2,0,False,True,0
2,1,0.43430745010032845,-0.47908676070718687,-0.444999501816175,-0.23734121370331285,0,1,-0.5583460543187373,1,2,2,False,True,1
3,0,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,0,0,-0.5583460543187373,1,2,0,False,True,0
2,0,0.055898692060456896,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,-0.3225100659794147,0.481287771858981,-0.444999501816175,-0.49350947613617013,0,0,0.07335229062787217,0,2,0,True,False,0
1,1,0.13158044366843122,0.481287771858981,-0.444999501816175,1.5466532327866422,1,1,0.07335229062787217,0,2,3,False,False,1
3,1,-0.17114656276346604,-0.47908676070718687,-0.444999501816175,-0.4901261217266795,0,1,-0.5583460543187373,1,2,1,False,True,1
2,0,0.9640797113561487,0.481287771858981,-0.444999501816175,-0.12134049109220765,0,0,0.07335229062787217,0,3,2,False,True,0
1,1,0.20726219527640552,-0.47908676070718687,-0.444999501816175,0.8316383120294281,1,1,-0.5583460543187373,1,2,3,False,False,1
2,0,0.055898692060456896,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,-1.0036458304511835,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,1,1,False,True,1
2,0,-0.17114656276346604,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,1.6452154758279174,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,3,1,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,True,0
1,0,0.6613527049242514,0.481287771858981,-0.444999501816175,1.0966670963243967,1,0,0.07335229062787217,0,3,3,False,True,1
3,0,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.46257595010654207,0,0,-0.5583460543187373,1,2,1,False,True,0
2,0,-0.7766005756272605,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,0,0,-0.5583460543187373,1,2,1,False,True,1
3,0,-0.6630779482152991,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,0,0,-0.5583460543187373,1,2,0,False,True,0
2,0,-0.8522823272352348,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,0,-0.5583460543187373,1,1,1,False,True,0
3,1,-0.5495553208033376,2.4020368369913165,0.7107630931786129,-0.15098447575547558,0,1,1.9684473254677004,0,2,2,False,True,0
1,1,0.43430745010032845,0.481287771858981,-0.444999501816175,0.9705163104848198,1,2,0.07335229062787217,0,2,3,False,True,1
3,0,-0.019783059547517415,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,0,0,-0.5583460543187373,1,2,0,False,True,0
2,0,2.250669488691712,-0.47908676070718687,-0.444999501816175,-0.38234211696719433,0,0,-0.5583460543187373,1,3,1,False,True,0
3,1,-1.836145098138901,3.3624113695574844,1.8665256881734007,-0.036514962682837,0,1,3.2318440153609194,0,0,3,False,True,1
2,0,-0.398191817587389,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,0,0,-0.5583460543187373,1,2,1,False,True,0
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.4973761668898736,0,1,-0.5583460543187373,1,2,0,False,True,0
2,0,1.1154432145720972,0.481287771858981,-0.444999501816175,-0.14067394486072518,0,0,0.07335229062787217,0,3,2,False,True,0
2,1,-1.609099843314978,-0.47908676070718687,1.8665256881734007,-0.13584058141859578,0,1,0.7050506355744817,0,0,2,False,True,1
2,0,-0.7766005756272605,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,0,0,-0.5583460543187373,1,2,1,False,True,0
2,0,0.28294394688437985,-0.47908676070718687,-0.444999501816175,-0.4060255978336283,0,0,-0.5583460543187373,1,2,1,False,True,0
3,1,-0.5495553208033376,0.481287771858981,-0.444999501816175,-0.3638941353812749,0,1,0.07335229062787217,0,2,1,False,False,0
3,1,-0.5495553208033376,0.481287771858981,-0.444999501816175,-0.3436752094301593,0,1,0.07335229062787217,0,2,2,True,False,1
2,0,-0.019783059547517415,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.5055928847414936,0,0,-0.5583460543187373,1,2,0,False,True,0
3,0,0.055898692060456896,-0.47908676070718687,-0.444999501816175,-0.5036595393646418,0,0,-0.5583460543187373,1,2,0,False,False,0
1,0,1.1154432145720972,1.4416623044251486,-0.444999501816175,1.0966670963243967,1,4,0.7050506355744817,0,3,3,True,False,0
3,1,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,0,1,-0.5583460543187373,1,2,0,False,True,0
2,1,-0.398191817587389,-0.47908676070718687,1.8665256881734007,-0.3630086631986768,0,2,0.7050506355744817,0,2,2,False,True,1
1,0,0.585670953316277,0.481287771858981,0.7107630931786129,0.37271045319924306,1,0,0.7050506355744817,0,3,3,False,True,1
2,0,1.8722607306518404,0.481287771858981,-0.444999501816175,-0.14067394486072518,0,4,0.07335229062787217,0,3,2,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,0,0,-0.5583460543187373,1,2,0,False,True,0
3,1,-0.019783059547517415,0.481287771858981,0.7107630931786129,-0.4410674827890663,1,2,0.7050506355744817,0,2,1,False,True,0
1,0,2.477714743515635,-0.47908676070718687,-0.444999501816175,-0.13004054528804052,1,0,-0.5583460543187373,1,4,2,False,True,0
3,0,0.055898692060456896,0.481287771858981,-0.444999501816175,-0.3320751371690487,0,0,0.07335229062787217,0,2,2,False,True,0
3,1,0.8883979597481743,-0.47908676070718687,1.8665256881734007,-0.2525663085460204,0,2,0.7050506355744817,0,3,2,False,True,0
3,1,-0.019783059547517415,-0.47908676070718687,1.8665256881734007,-0.3485897733781164,0,2,0.7050506355744817,0,2,2,False,False,1
1,1,0.5099892017083028,-0.47908676070718687,-0.444999501816175,0.8878657956244075,0,2,-0.5583460543187373,1,3,3,False,False,1
1,1,0.055898692060456896,-0.47908676070718687,-0.444999501816175,1.0290000081345854,1,1,-0.5583460543187373,1,2,3,False,True,1
1,1,0.43430745010032845,-0.47908676070718687,-0.444999501816175,9.261749159619391,0,1,-0.5583460543187373,1,2,3,False,False,1
2,1,1.5695337242199432,-0.47908676070718687,0.7107630931786129,-0.14067394486072518,0,2,0.07335229062787217,0,3,2,False,True,1
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,0,-0.5583460543187373,1,2,0,True,False,0
3,0,-1.9875086013548495,3.3624113695574844,1.8665256881734007,-0.036514962682837,0,3,3.2318440153609194,0,0,3,False,True,1
1,0,1.7208972274358918,0.481287771858981,0.7107630931786129,0.8965658498202405,1,0,0.7050506355744817,0,3,3,False,True,0
1,0,0.8127162081402,-0.47908676070718687,-0.444999501816175,-0.643343742842181,1,0,-0.5583460543187373,1,3,0,False,True,0
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,1,-0.5583460543187373,1,2,0,True,False,0
2,0,0.5099892017083028,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,0,0,-0.5583460543187373,1,3,1,False,True,0
3,0,-1.0036458304511835,3.3624113695574844,0.7107630931786129,0.12395270359585853,0,0,2.6001456704143098,0,1,3,False,True,0
3,0,-0.3225100659794147,0.481287771858981,-0.444999501816175,-0.4930261397919572,0,0,0.07335229062787217,0,2,0,False,True,1
1,1,2.1749877370837374,-0.47908676070718687,0.7107630931786129,2.3236164061089406,1,2,0.07335229062787217,0,3,3,False,True,1
1,1,0.43430745010032845,-0.47908676070718687,-0.444999501816175,1.9789163921792876,1,1,-0.5583460543187373,1,2,3,False,True,1
1,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,-0.04400667601813753,0,0,-0.5583460543187373,1,3,2,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.643343742842181,0,0,-0.5583460543187373,1,2,0,False,True,1
2,1,0.8883979597481743,-0.47908676070718687,0.7107630931786129,-0.2663413943560891,0,2,0.07335229062787217,0,3,2,False,True,1
1,0,0.585670953316277,-0.47908676070718687,0.7107630931786129,-0.06914016591721033,1,0,0.07335229062787217,0,3,2,False,False,0
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,1,-0.5583460543187373,1,2,0,True,False,1
1,1,2.5533964951236094,0.481287771858981,-0.444999501816175,0.8638594460800392,1,1,0.07335229062787217,0,4,3,False,True,1
3,1,1.1911249661800716,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,1,-0.5583460543187373,1,3,0,False,True,0
2,0,0.01805781625646974,-0.47908676070718687,-0.444999501816175,-0.643343742842181,0,0,-0.5583460543187373,1,2,0,False,True,0
3,0,-1.6847815949229523,3.3624113695574844,0.7107630931786129,-0.0802569018341079,0,3,2.6001456704143098,0,0,2,True,False,0
3,1,0.43430745010032845,0.481287771858981,0.7107630931786129,-0.251841304029701,0,2,0.7050506355744817,0,2,2,False,True,1
3,0,2.704759998339558,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,0,-0.5583460543187373,1,4,0,True,False,0
3,0,-0.09546481115549173,-0.47908676070718687,-0.444999501816175,-0.4914949302534906,0,0,-0.5583460543187373,1,2,0,False,True,0
3,0,-1.0036458304511835,-0.47908676070718687,-0.444999501816175,-0.45967593204126445,0,0,-0.5583460543187373,1,1,1,False,True,0
3,0,-0.7766005756272605,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,1
1,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,-0.14067394486072518,1,0,-0.5583460543187373,1,3,2,False,True,0
3,0,0.28294394688437985,-0.47908676070718687,-0.444999501816175,-0.47586769957239783,0,0,-0.5583460543187373,1,2,1,False,False,0
3,0,0.055898692060456896,-0.47908676070718687,-0.444999501816175,-0.45967593204126445,0,0,-0.5583460543187373,1,2,1,False,True,1
3,0,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,True,0
2,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,0,-0.5583460543187373,1,3,1,False,True,1
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,1,-0.5583460543187373,1,2,0,True,False,1
1,1,-0.24682831437144034,-0.47908676070718687,-0.444999501816175,0.8810990868054263,0,1,-0.5583460543187373,1,2,3,False,True,1
1,1,-0.7766005756272605,0.481287771858981,-0.444999501816175,1.117531759631381,1,2,0.07335229062787217,0,2,3,False,False,1
2,0,0.5099892017083028,-0.47908676070718687,-0.444999501816175,-0.39442552557251775,1,0,-0.5583460543187373,1,3,1,False,False,0
3,1,-0.398191817587389,-0.47908676070718687,-0.444999501816175,-0.4722426769908008,0,1,-0.5583460543187373,1,2,1,False,True,0
3,0,-0.398191817587389,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,True,0
1,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,-0.1074049376158602,0,0,-0.5583460543187373,1,3,2,False,False,0
3,0,-0.4360326933913761,-0.47908676070718687,-0.444999501816175,-0.5035783388588141,0,0,-0.5583460543187373,1,2,0,False,False,0
1,1,-2.063190352962824,0.481287771858981,1.8665256881734007,2.286641175776651,1,1,1.3367489805210908,0,0,3,False,True,0
1,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,-0.05367340290239629,1,0,-0.5583460543187373,1,3,2,False,True,1
1,1,1.5695337242199432,-0.47908676070718687,0.7107630931786129,4.142088200704293,1,2,0.07335229062787217,0,3,3,False,False,1
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,1,-0.5583460543187373,1,2,0,True,False,1
3,0,-0.3225100659794147,1.4416623044251486,-0.444999501816175,-0.1938409427241484,0,0,0.7050506355744817,0,2,2,True,False,1
3,0,-0.7766005756272605,-0.47908676070718687,-0.444999501816175,-0.643343742842181,0,0,-0.5583460543187373,1,2,0,False,True,0
2,1,-0.09546481115549173,-0.47908676070718687,-0.444999501816175,-0.4045755888009894,1,1,-0.5583460543187373,1,2,1,True,False,1
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,0
1,0,-2.144926644699436,0.481287771858981,1.8665256881734007,2.286641175776651,1,3,1.3367489805210908,0,0,3,False,True,1
1,1,0.5099892017083028,-0.47908676070718687,-0.444999501816175,1.5004134114084793,0,1,-0.5583460543187373,1,3,3,False,False,1
1,1,-0.9279640788432092,0.481287771858981,-0.444999501816175,1.462069372549378,1,2,0.07335229062787217,0,1,3,False,False,1
2,0,0.055898692060456896,0.481287771858981,-0.444999501816175,-0.17934085239776024,0,0,0.07335229062787217,0,2,2,False,False,0
1,1,0.055898692060456896,-0.47908676070718687,-0.444999501816175,0.4572943134365073,1,1,-0.5583460543187373,1,2,3,False,False,1
1,1,-0.398191817587389,-0.47908676070718687,-0.444999501816175,0.9643934056763304,1,1,-0.5583460543187373,1,2,3,False,False,1
1,1,-0.8522823272352348,1.4416623044251486,1.8665256881734007,4.4292711896726065,1,1,1.9684473254677004,0,1,3,False,False,1
2,1,-0.24682831437144034,0.481287771858981,0.7107630931786129,-0.14067394486072518,0,2,0.7050506355744817,0,2,2,False,True,0
3,0,-0.09546481115549173,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,True,0
2,0,1.039761462964123,0.481287771858981,0.7107630931786129,-0.13584058141859578,0,0,0.7050506355744817,0,3,2,False,True,0
3,1,-0.24682831437144034,-0.47908676070718687,-0.444999501816175,-0.4914949302534906,0,1,-0.5583460543187373,1,2,0,False,True,1
2,1,-0.398191817587389,0.481287771858981,-0.444999501816175,-0.14067394486072518,0,2,0.07335229062787217,0,2,2,False,True,1
2,0,1.8722607306518404,-0.47908676070718687,-0.444999501816175,-0.37267539008293554,0,4,-0.5583460543187373,1,3,1,False,True,0
1,1,0.13158044366843122,-0.47908676070718687,1.8665256881734007,2.5440989795758684,1,1,0.7050506355744817,0,2,3,False,True,1
1,1,0.8127162081402,0.481287771858981,0.7107630931786129,1.9570057890234267,1,2,0.7050506355744817,0,3,3,False,False,1
3,0,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,0,0,-0.5583460543187373,1,2,0,False,True,0
3,0,-0.17114656276346604,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,True,0
2,1,0.055898692060456896,-0.47908676070718687,-0.444999501816175,-0.4045755888009894,0,1,-0.5583460543187373,1,2,1,True,False,1
2,1,-0.5495553208033376,0.481287771858981,0.7107630931786129,-0.08267358355517258,0,2,0.7050506355744817,0,2,2,False,True,1
3,0,-0.3225100659794147,7.203909499822155,1.8665256881734007,0.7012979667582132,0,0,5.758637395147358,0,2,3,False,True,0
1,1,0.5099892017083028,-0.47908676070718687,-0.444999501816175,1.9789163921792876,1,1,-0.5583460543187373,1,3,3,False,False,1
3,0,2.4020329919076606,-0.47908676070718687,-0.444999501816175,-0.5227513249610529,0,0,-0.5583460543187373,1,4,0,False,True,0
2,1,0.5099892017083028,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,1,2,-0.5583460543187373,1,3,1,False,True,1
3,1,0.13158044366843122,0.481287771858981,0.7107630931786129,-0.2465246042433587,0,2,0.7050506355744817,0,2,2,False,True,1
1,1,-1.0036458304511835,-0.47908676070718687,0.7107630931786129,0.47759443989345063,1,1,0.07335229062787217,0,1,3,False,False,1
3,1,-0.5495553208033376,1.4416623044251486,-0.444999501816175,-0.1938409427241484,0,1,0.7050506355744817,0,2,2,True,False,1
1,0,1.2289658419840588,-0.47908676070718687,-0.444999501816175,-0.09234031043943136,1,0,-0.5583460543187373,1,3,2,False,True,0
1,0,0.6613527049242514,-0.47908676070718687,0.7107630931786129,2.3236164061089406,1,0,0.07335229062787217,0,3,3,False,True,0
3,0,-1.0036458304511835,1.4416623044251486,-0.444999501816175,-0.29534157500886543,0,0,0.7050506355744817,0,1,2,False,True,0
1,1,0.5099892017083028,0.481287771858981,-0.444999501816175,1.940572353320187,0,2,0.07335229062787217,0,3,3,False,True,1
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,True,0
1,0,-0.019783059547517415,0.481287771858981,-0.444999501816175,0.6442642781410864,1,0,0.07335229062787217,0,2,3,False,True,0
1,1,0.8883979597481743,-0.47908676070718687,-0.444999501816175,1.9570057890234267,1,1,-0.5583460543187373,1,3,3,False,False,1
3,0,1.1911249661800716,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,3,1,False,True,1
1,0,1.1911249661800716,-0.47908676070718687,-0.444999501816175,0.04299386594019136,1,0,-0.5583460543187373,1,3,3,False,True,0
2,0,-2.063190352962824,0.481287771858981,0.7107630931786129,-0.14067394486072518,1,3,0.7050506355744817,0,0,2,False,True,1
1,1,-0.398191817587389,2.4020368369913165,1.8665256881734007,4.44135459827793,1,1,2.6001456704143098,0,2,3,False,True,1
2,0,-0.09546481115549173,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,0,-0.5583460543187373,1,2,1,False,True,0
2,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,0,-0.5583460543187373,1,2,1,False,True,0
2,0,0.5099892017083028,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,0,-0.5583460543187373,1,3,1,False,True,0
2,1,-0.398191817587389,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,1,1,-0.5583460543187373,1,2,1,False,True,1
2,1,0.8127162081402,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,1,-0.5583460543187373,1,3,1,False,True,1
3,1,-0.5495553208033376,0.481287771858981,-0.444999501816175,-0.3320751371690487,0,2,0.07335229062787217,0,2,2,False,True,1
3,0,-1.9875086013548495,0.481287771858981,0.7107630931786129,-0.3359418279227523,0,3,0.7050506355744817,0,0,2,False,True,1
3,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,-0.47586769957239783,0,0,-0.5583460543187373,1,3,1,False,True,0
3,0,-0.4738735691953633,-0.47908676070718687,-0.444999501816175,-0.46499263182760675,0,0,-0.5583460543187373,1,2,1,False,True,0
1,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,0.0333271390559326,1,0,-0.5583460543187373,1,3,3,False,True,0
3,0,-1.0793275820591577,0.481287771858981,0.7107630931786129,-0.5035783388588141,0,0,0.7050506355744817,0,1,0,False,False,0
3,0,-0.3225100659794147,0.481287771858981,-0.444999501816175,-0.2992082657625689,0,0,0.07335229062787217,0,2,2,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.5036595393646418,0,0,-0.5583460543187373,1,2,0,False,False,0
3,0,-0.09546481115549173,-0.47908676070718687,-0.444999501816175,-0.45967593204126445,0,0,-0.5583460543187373,1,2,1,False,True,0
1,1,-0.5495553208033376,-0.47908676070718687,0.7107630931786129,0.4199962144262832,1,1,0.07335229062787217,0,2,3,False,True,1
2,1,0.6613527049242514,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,1,-0.5583460543187373,1,3,1,False,True,0
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.4910115939092776,0,1,-0.5583460543187373,1,2,0,True,False,1
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.4910115939092776,0,1,-0.5583460543187373,1,2,0,True,False,1
3,0,0.8127162081402,0.481287771858981,4.178050878162977,-0.1039403827005419,0,0,2.6001456704143098,0,3,2,False,True,0
2,0,-0.019783059547517415,0.481287771858981,-0.444999501816175,-0.1074049376158602,0,0,0.07335229062787217,0,2,2,False,False,0
3,1,1.1911249661800716,-0.47908676070718687,0.7107630931786129,-0.3638941353812749,0,2,0.07335229062787217,0,3,1,False,False,0
3,0,0.43430745010032845,-0.47908676070718687,-0.444999501816175,-0.5070428937741324,0,0,-0.5583460543187373,1,2,0,False,True,0
3,0,-0.3225100659794147,0.481287771858981,-0.444999501816175,-0.3436752094301593,0,0,0.07335229062787217,0,2,2,True,False,0
3,0,0.055898692060456896,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,0,0,-0.5583460543187373,1,2,0,False,True,0
1,1,2.326351240299686,0.481287771858981,-0.444999501816175,0.8114986532387632,1,2,0.07335229062787217,0,3,3,False,False,1
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.5035783388588141,0,2,-0.5583460543187373,1,2,0,False,False,1
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,1,-0.5583460543187373,1,2,0,True,False,1
1,1,-0.398191817587389,-0.47908676070718687,-0.444999501816175,0.6964646033160838,1,2,-0.5583460543187373,1,2,3,False,False,1
1,0,-0.3225100659794147,0.481287771858981,-0.444999501816175,0.4285358009558374,1,0,0.07335229062787217,0,2,3,False,False,1
3,0,-0.8522823272352348,0.481287771858981,-0.444999501816175,-0.5177574938526448,0,0,0.07335229062787217,0,1,0,False,True,0
3,0,-0.7766005756272605,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,0
1,0,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,1.9789163921792876,0,0,-0.5583460543187373,1,2,3,False,False,0
3,1,-1.9875086013548495,2.4020368369913165,0.7107630931786129,-0.23589120467067404,0,1,1.9684473254677004,0,0,2,False,True,0
1,1,0.5099892017083028,0.481287771858981,-0.444999501816175,0.9453016200799194,0,2,0.07335229062787217,0,3,3,False,False,1
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,0,1,-0.5583460543187373,1,2,0,False,True,1
1,0,-0.17114656276346604,-0.47908676070718687,1.8665256881734007,3.4456817291992765,1,0,0.7050506355744817,0,2,3,False,False,0
3,0,-0.7009188240192862,-0.47908676070718687,-0.444999501816175,-0.5657682595960044,0,0,-0.5583460543187373,1,2,0,False,False,0
3,0,-0.7766005756272605,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,0,0,-0.5583460543187373,1,2,0,False,True,0
1,1,0.9640797113561487,-0.47908676070718687,-0.444999501816175,3.7555003258397703,0,1,-0.5583460543187373,1,3,3,False,False,1
3,1,-2.138872104570798,-0.47908676070718687,1.8665256881734007,-0.33900231365430855,0,1,0.7050506355744817,0,0,2,False,False,1
3,0,0.20726219527640552,-0.47908676070718687,-0.444999501816175,-0.4901261217266795,0,0,-0.5583460543187373,1,2,1,False,True,0
1,1,0.43430745010032845,0.481287771858981,-0.444999501816175,0.3619958531207306,0,2,0.07335229062787217,0,2,3,False,True,1
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,True,0
2,0,-0.8522823272352348,-0.47908676070718687,-0.444999501816175,0.7776651091438576,0,0,-0.5583460543187373,1,1,3,False,True,0
3,0,-2.138872104570798,4.322785902123652,1.8665256881734007,0.2633952389012912,0,3,3.8635423603075285,0,0,3,False,True,0
2,1,0.5099892017083028,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,1,-0.5583460543187373,1,3,1,False,True,1
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.4939116119745553,0,0,-0.5583460543187373,1,2,0,True,False,0
2,1,-0.9279640788432092,-0.47908676070718687,-0.444999501816175,-0.4113422976199706,0,1,-0.5583460543187373,1,1,1,False,False,1
1,0,0.5099892017083028,0.481287771858981,1.8665256881734007,1.6766707093799227,1,0,1.3367489805210908,0,3,3,False,True,1
3,0,-0.6252370724113119,-0.47908676070718687,-0.444999501816175,-0.49262400395357203,0,0,-0.5583460543187373,1,2,0,False,True,1
3,0,-0.09546481115549173,1.4416623044251486,-0.444999501816175,-0.4901261217266795,0,0,0.7050506355744817,0,2,1,False,True,0
1,1,-0.4738735691953633,0.481287771858981,-0.444999501816175,1.5466532327866422,1,1,0.07335229062787217,0,2,3,False,False,1
3,1,-0.398191817587389,-0.47908676070718687,1.8665256881734007,-0.32047506490793826,1,2,0.7050506355744817,0,2,2,False,True,1
3,0,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.49262400395357203,0,0,-0.5583460543187373,1,2,0,False,True,0
3,1,0.13158044366843122,-0.47908676070718687,-0.444999501816175,-0.4914949302534906,0,1,-0.5583460543187373,1,2,0,False,True,0
2,0,1.2668067177880458,-0.47908676070718687,-0.444999501816175,-0.14067394486072518,0,0,-0.5583460543187373,1,3,2,False,True,0
2,0,-0.4738735691953633,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,0,4,-0.5583460543187373,1,2,1,False,True,0
2,1,-0.09546481115549173,-0.47908676070718687,-0.444999501816175,-0.39877555267043424,0,2,-0.5583460543187373,1,2,1,False,True,1
3,0,0.7370344565322257,-0.47908676070718687,-0.444999501816175,-0.4901261217266795,0,0,-0.5583460543187373,1,3,1,False,True,1
3,0,-0.24682831437144034,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,0
3,1,-0.6252370724113119,0.481287771858981,-0.444999501816175,-0.45339255956649627,0,1,0.07335229062787217,0,2,1,False,True,0
3,0,-0.09546481115549173,0.481287771858981,-0.444999501816175,-0.3369085006111781,0,0,0.07335229062787217,0,2,2,False,True,0
3,1,-0.7009188240192862,-0.47908676070718687,-0.444999501816175,-0.47586769957239783,0,1,-0.5583460543187373,1,2,1,False,True,0
2,0,0.35862569849235415,0.481287771858981,-0.444999501816175,-0.23734121370331285,0,0,0.07335229062787217,0,2,2,False,True,0
3,0,1.6452154758279174,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,0,-0.5583460543187373,1,3,0,False,True,0
2,0,-1.9875086013548495,0.481287771858981,0.7107630931786129,-0.28084148468247727,0,3,0.7050506355744817,0,0,2,False,True,1
3,0,-0.6252370724113119,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,0,0,-0.5583460543187373,1,2,0,False,True,0
3,1,-0.5495553208033376,2.4020368369913165,0.7107630931786129,-0.15098447575547558,0,1,1.9684473254677004,0,2,2,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.5107491168615572,0,0,-0.5583460543187373,1,2,0,True,False,0
1,1,0.28294394688437985,0.481287771858981,-0.444999501816175,1.0966670963243967,1,1,0.07335229062787217,0,2,3,True,False,1
